#OTU ID	Callimicos	WartyPig	Baboon	Chimp	Gorilla	Orangutan	Saki	Urial	Colobus	RingTailedLemur	Giraffe	Okapi	BigHornSheep	Gazelle	Lion	PolarBear	Springbok	BlackLemur	BushDog	Hyena	SpectacledBear	BlackBear
otu566	0	0	0	0	0	0	0	4	4	0	0	0	1	1	0	0	1	0	0	0	0	0
otu567	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
otu568	0	1	0	0	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0
otu569	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu570	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0
otu571	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu572	0	0	0	0	0	0	0	7	0	0	2	3	0	0	0	0	0	0	0	0	0	0
otu573	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0	0	0	0	0	0	0
otu574	0	0	0	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
otu576	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0
otu577	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0
otu578	0	0	0	0	0	0	0	0	7	0	0	2	1	0	0	0	0	0	0	0	0	0
otu579	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu580	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu581	0	2	0	0	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0
otu582	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu583	0	0	0	0	0	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0
otu584	0	0	0	0	0	0	0	3	0	0	0	1	8	1	0	0	0	0	0	0	0	0
otu585	0	0	0	0	0	0	0	4	0	0	1	2	4	0	0	0	1	0	0	0	0	0
otu586	0	0	0	0	0	0	0	3	0	0	6	3	0	0	0	0	0	0	0	0	0	0
otu587	0	1	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu588	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu589	0	0	0	0	0	0	0	1	0	0	6	2	1	1	0	0	0	0	0	0	0	0
otu590	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu591	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
otu592	0	0	0	0	0	0	0	3	0	0	0	0	1	8	0	0	1	0	0	0	0	0
otu593	0	0	0	0	0	0	0	1	0	0	1	10	0	0	0	0	0	0	0	0	0	0
otu594	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
otu596	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0
otu597	0	0	0	2	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
otu598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
otu599	0	0	0	0	0	0	0	4	0	0	3	0	1	1	0	0	0	0	0	1	0	0
otu600	0	0	1	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
otu601	0	0	0	2	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0
otu602	0	3	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0
otu603	0	0	0	0	0	0	0	1	0	0	0	2	5	2	0	0	1	0	0	0	0	0
otu604	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu605	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu606	0	1	0	0	0	0	0	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0
otu607	0	0	0	4	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
otu608	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
otu609	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu610	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0
otu611	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
